user_id,location,age
237856,"philadelphia, pennsylvania, usa",
277195,"san francisco, california, usa",54.0
3542,"jersey city, new jersey, usa",
4017,"new orleans, louisiana, usa",48.0
7841,"salt lake city, utah, usa",
9094,"albuquerque, new mexico, usa",14.0
9417,"whitby, ontario, canada",26.0
10314,"beaverton, oregon, usa",
11601,"brooklyn, new york, usa",
12538,"byron, minnesota, usa",18.0
13850,"online, n/a, usa",28.0
19336,"leavenworth, kansas, usa",
20005,"albuquerque, new mexico, usa",22.0
22365,"castle rock, colorado, usa",51.0
26084,"tuscaloosa, alabama, usa",21.0
27472,"bountiful, utah, usa",41.0
27617,"beaverton, ontario, canada",32.0
28372,"north apollo, ,",
28477,"singapore, singapore, singapore",22.0
35718,"pfaffenhofen an der ilm, bayern, germany",32.0
35918,"reno, nevada, usa",
36938,"saint paul, minnesota, usa",43.0
37400,"portland, oregon, usa",27.0
39385,"metairie, louisiana, usa",
40796,"memphis, tennessee, usa",
42323,"madera, california, usa",
44089,"leduc, ,",
45340,"canton, ohio, usa",
46443,"asheville, north carolina, usa",14.0
48525,"philadelphia, pennsylvania, usa",15.0
50225,"fresno, california, usa",
51350,"monroe, ,",
53729,"balingup, western australia, australia",
55006,"calgary, alberta, canada",
55607,"washington, dc, usa",
56804,"southbridge, canterbury, new zealand",
57398,"tigard, oregon, usa",39.0
61147,"ebensee, oberoesterreich, austria",44.0
61888,"phoenix, arizona, usa",46.0
62558,"rochester, minnesota, usa",
63545,"makati, n/a, philippines",28.0
63625,"torrance, california, usa",15.0
65401,"houston, texas, usa",41.0
66942,"kuching, sarawak, malaysia",31.0
70585,"storvreta, uppland, sweden",46.0
71568,"port coquitlam, british columbia, canada",28.0
73331,"lake jackson, texas, usa",
75064,"arnold, missouri, usa",
75429,"new york, new york, usa",22.0
76626,"london, england, united kingdom",38.0
80684,"hillsboro, oregon, usa",
83252,"berkeley, california, usa",
87911,"new york, new york, usa",20.0
88122,"jacksonville, north carolina, usa",30.0
89874,"virginia beach, virginia, usa",33.0
93426,"plano, texas, usa",35.0
93631,"halifax, ,",26.0
94944,"watsontown, pennsylvania, usa",
97848,"traverse city, michigan, usa",40.0
98484,"west point, new york, usa",18.0
99252,"austin, texas, usa",47.0
100906,"seattle, washington, usa",
104636,"youngstown, ohio, usa",
104657,"cave creek, arizona, usa",25.0
105536,"belleville, new jersey, usa",17.0
106583,"la habra, california, usa",37.0
108827,"los angeles, california, usa",
110934,"kirkland, washington, usa",46.0
113680,"huntsville, alabama, usa",47.0
114258,"goodyear, arizona, usa",30.0
114452,"newton, massachusetts, usa",26.0
114868,"edmonton, alberta, canada",31.0
115490,"dekalb, illinois, usa",
115700,"denver, colorado, usa",29.0
117577,"baltimore, maryland, usa",
120080,"preston, lancashire, england, united kingdom",32.0
123883,"topeka, kansas, usa",18.0
125736,"atlanta, georgia, usa",17.0
125892,"san antonio, texas, usa",
128325,"toledo, ohio, usa",43.0
128331,"chittenango, new york, usa",24.0
128622,"tinley park, illinois, usa",23.0
129074,"marietta, georgia, usa",51.0
130837,"toronto, ontario, canada",32.0
131655,"charleston, west virginia, usa",
132173,"charlotte, north carolina, usa",34.0
134278,"pikeville, kentucky, usa",23.0
136491,"rio rancho, new mexico, usa",18.0
140662,"portland, oregon, usa",30.0
142253,"kentfield, california, usa",16.0
142801,"manhattan, kansas, usa",17.0
144017,"caldwell, idaho, usa",
146230,"bourbonnais, ,",49.0
146803,"n/a, n/a, usa",
147385,"jersey city, new jersey, usa",
147451,"herne bay, england, united kingdom",37.0
155000,"fogelsville, pennsylvania, usa",53.0
155014,"las cruces, new mexico, usa",
158254,"asheville, north carolina, usa",28.0
158774,"harrison, new jersey, usa",
163326,"gum spring, virginia, usa",28.0
163690,"mason, ohio, usa",31.0
166409,"richmond, virginia, usa",63.0
167746,"charlestown, massachusetts, usa",32.0
168144,"oceanside, california, usa",46.0
170229,"chicago, illinois, usa",56.0
173291,"greensboro, north carolina, usa",29.0
173679,"regensburg, bavaria, germany",27.0
176887,"surrey, england, united kingdom",30.0
180917,"albuquerque, new mexico, usa",50.0
184904,"chicago, illinois, usa",22.0
185275,"seattle, washington, usa",32.0
193676,"waterford, new york, usa",27.0
196053,"pittsburgh, pennsylvania, usa",35.0
199041,"pleasanton, california, usa",
200300,"spring, texas, usa",39.0
200978,"culemborg, gelderland, netherlands",41.0
201526,"vancouver, british columbia, canada",25.0
201697,"markham, ontario, canada",29.0
202127,"dodge center, minnesota, usa",25.0
203075,"huntington beach, california, usa",23.0
206972,"rutherford, new jersey, usa",15.0
207246,"owensboro, kentucky, usa",28.0
209160,"ottawa, ontario, canada",32.0
210168,"los angeles, california, usa",26.0
211847,"okahumpka, florida, usa",27.0
213150,"destrehan, louisiana, usa",
216861,"kingston, ontario, canada",48.0
219209,"struthers, ohio, usa",
220278,"hammond, indiana, usa",32.0
222296,"chapel hill, north carolina, usa",
224997,"legazpi, albay, philippines",
226847,"chicago, illinois, usa",18.0
227836,"athens, georgia, usa",30.0
235105,"st louis, missouri, usa",46.0
236058,"san francisco, california, usa",
236340,"st kilda, victoria, australia",29.0
240035,"birmingham, alabama, usa",
240643,"niceville, florida, usa",
241614,"philadelphia, pennsylvania, usa",20.0
242007,"subang jaya, selangor, malaysia",
242083,"fairview, new mexico, usa",24.0
242361,"greencastle, pennsylvania, usa",
245828,"albuquerque, new mexico, usa",41.0
247447,"long beach, california, usa",19.0
251844,"lisboa, lisboa, portugal",30.0
252222,"mississauga, ontario, canada",21.0
253949,"steamboat springs, colorado, usa",33.0
257700,"slippery rock, pennsylvania, usa",22.0
258329,"ward, colorado, usa",26.0
258952,"perkasie, pennsylvania, usa",
260655,"ottawa, ontario, canada",23.0
261611,"mobile, alabama, usa",
264985,"albuquerque, new mexico, usa",15.0
268622,"upper township, new jersey, usa",36.0
268932,"red deer, alberta, canada",38.0
270069,"hornell, new york, usa",
271176,"louisville, kentucky, usa",39.0
271705,"atlanta, georgia, usa",25.0
275306,"tyler, texas, usa",24.0
275520,"plainfield, illinois, usa",25.0
843,"deer lodge, tennessee, usa",25.0
2891,"beaverton, oregon, usa",
3761,"san diego, california, usa",
5375,"placerville, california, usa",47.0
5539,"austin, texas, usa",32.0
6575,"seattle, washington, usa",
9138,"darien, connecticut, usa",
17058,"san antonio, texas, usa",35.0
20180,"sacramento, california, usa",36.0
21188,"middle village, ,",
25253,"manchester, connecticut, usa",47.0
28945,"san francisco, california, usa",62.0
29070,"upper hutt, wellington, new zealand",37.0
36441,"denver, colorado, usa",20.0
44842,"north wales, ,",
45315,"ada, michigan, usa",
46139,"torrance, california, usa",59.0
52044,"atlanta, georgia, usa",46.0
53304,"south burlington, vermont, usa",52.0
53577,"brooklyn, new york, usa",
57269,"allentown, pennsylvania, usa",52.0
57726,"costa mesa, california, usa",19.0
58792,"lakewood, california, usa",
61612,"turlock, california, usa",37.0
65549,"washington, dc, usa",
65791,"salem, virginia, usa",29.0
68185,"virginia beach, virginia, usa",22.0
69012,"huntingdon valle, pennsylvania, usa",
70402,"ithaca, new york, usa",36.0
71261,"phoenix, arizona, usa",29.0
73330,"seattle, washington, usa",29.0
74453,"lansdale, pennsylvania, usa",61.0
78846,"daphne, alabama, usa",58.0
82657,"beaverton, oregon, usa",62.0
85757,"pawtucket, rhode island, usa",40.0
86134,"antioch, california, usa",
93241,"woodland hills, california, usa",
93565,"tustin, ,",72.0
94542,"oregon city, oregon, usa",30.0
95173,"sterling heights, michigan, usa",
95509,"canoga park, california, usa",38.0
95574,"philadelphia, pennsylvania, usa",37.0
101305,"milwaukee, wisconsin, usa",29.0
108158,"staten island, , usa",46.0
108535,"clifton, new jersey, usa",
109082,"salt lake city, , usa",
109276,"park forest, illinois, usa",62.0
112672,"reno, nevada, usa",47.0
114813,"kirkland, washington, usa",
116395,"encinitas, california, usa",
116549,"madbury, new hampshire, usa",44.0
117251,"pleasant hill, california, usa",
122026,"park ridge, illinois, usa",53.0
124175,"st. cloud, minnesota, usa",42.0
128696,"southampton, england, united kingdom",
135681,"eastleigh, hampshire, united kingdom",
138777,"beavercreek, oregon, usa",
138995,"keyser, west virginia, usa",47.0
139835,"minneapolis, minnesota, usa",37.0
143792,"nottingham, england, united kingdom",25.0
144038,"columbia, missouri, usa",49.0
147141,"portland, oregon, usa",21.0
148263,"washington, illinois, usa",
162780,"rock island, tennessee, usa",31.0
164480,"bronx, new york, usa",44.0
167614,"seattle, washington, usa",46.0
169663,"towson, maryland, usa",
169735,"nisswa, minnesota, usa",
177375,"w.m., pennsylvania, usa",42.0
178201,"saint louis, ,",
180801,"quakertown, pennsylvania, usa",36.0
182993,"carneys point, new jersey, usa",40.0
194463,"lancaster, ,",52.0
196317,"tucson, arizona, usa",60.0
196466,"king of prussia, pennsylvania, usa",30.0
202942,"surprise, arizona, usa",
206335,"scottsdale, arizona, usa",35.0
206944,"camarillo, california, usa",26.0
209974,"orange, california, usa",
210587,"harper woods, michigan, usa",
212109,"blue hill, maine, usa",56.0
215071,"block island, rhode island, usa",29.0
217818,"sacramento, california, usa",
219035,"hyde park, new york, usa",
219597,"pottstown, pennsylvania, usa",59.0
220240,"roanoke, texas, usa",
229767,"mechanicsville, virginia, usa",32.0
236757,"mars, pennsylvania, usa",
239535,"columbus, ,",
239584,"gilroy, california, usa",
240113,"carmichael, ,",
240710,"edgerton, ohio, usa",
244420,"kenmore, ,",
244662,"old perlican, newfoundland, canada",29.0
246311,"lynnwood, washington, usa",35.0
249187,"houston, texas, usa",62.0
260099,"lexington, kentucky, usa",
268110,"westerville, ohio, usa",
271720,"alexandria, virginia, usa",
274363,"saugus, california, usa",61.0
277744,"springfield, missouri, usa",
30735,"corvallis, oregon, usa",
36554,"carrboro, north carolina, usa",48.0
59214,"washington depot, connecticut, usa",
60583,"antioch, illinois, usa",
85067,"valdosta, georgia, usa",43.0
94347,"oakland, new jersey, usa",44.0
126860,"portland, oregon, usa",28.0
141491,"westminster, maryland, usa",47.0
144729,"manchester, new hampshire, usa",
145641,"madison, new jersey, usa",
150979,"greencastle, pennsylvania, usa",
151589,"portland, oregon, usa",56.0
238849,"saskatoon, saskatchewan, canada",40.0
251495,"mundelein, illinois, usa",54.0
16721,"leduc, alberta, canada",
50730,"mcallen, texas, usa",
136313,"portland, oregon, usa",27.0
257390,"arlington, virginia, usa",
242878,"montreal, quebec, canada",37.0
30971,"skokie, illinois, usa",67.0
47293,"berkley, michigan, usa",41.0
61852,"tucson, arizona, usa",52.0
105904,"niceville, florida, usa",35.0
110608,"binghamton, new york, usa",22.0
121986,"atlanta, georgia, usa",54.0
142579,"apex, north carolina, usa",
147762,"san francisco, california, usa",
163488,"salem, ohio, usa",24.0
188659,"orange, connecticut, usa",61.0
192710,"ponte vedra, florida, usa",53.0
208058,"rancho cucamonga, california, usa",35.0
223087,"sherman oaks, california, usa",
238781,"yucca valley, california, usa",51.0
240267,"st. louis, missouri, usa",
254676,"chicago, illinois,",
41455,"toronto, ontario, canada",
47316,"comanche, texas, usa",
66518,"portland, oregon, usa",
135753,"baker city, oregon, usa",55.0
170522,"saskatoon, saskatchewan, canada",48.0
204285,"liberty, missouri, usa",23.0
221543,"alta loma, california, usa",46.0
10030,"pittsburgh, pennsylvania, usa",66.0
12982,"getxo, vizcaya, spain",41.0
13273,"harrisburg, pennsylvania, usa",
16916,"hackettstown, new jersey, usa",53.0
22912,"lake ridge, virginia, usa",37.0
35707,"schwaikheim, baden-wuerttemberg, germany",34.0
39705,"bel air, maryland, usa",25.0
51992,"west fairlee, vermont, usa",43.0
60278,"thousand oaks, california, usa",
60858,"sacramento, california, usa",25.0
96771,"springfield, virginia, usa",43.0
100035,"toronto, ontario, canada",
122418,"gastonia, north carolina, usa",37.0
124489,"mt.view, hawaii, usa",
125303,"dortmund, nordrhein-westfalen, germany",25.0
127914,"anchorage, alaska, usa",43.0
144555,"northbrook, illinois, usa",37.0
157101,"casper, wyoming, usa",31.0
158295,"cleveland, ohio, usa",
173481,"arlington, texas, usa",69.0
174142,"indian head, maryland, usa",26.0
181223,"windham, new hampshire, usa",
188273,"hawthorne, new jersey, usa",22.0
198621,"melbourne, florida, usa",42.0
202834,"swisshime, oregon, usa",20.0
205517,"raleigh, north carolina, usa",
216466,"castleton, vermont, usa",29.0
228764,"oakdale, california, usa",39.0
232106,"bayfield, colorado, usa",36.0
233445,"hesperia, california, usa",
233529,"dothan, alabama, usa",44.0
235282,"encino, california, usa",43.0
235569,"bochum, nordrhein-westfalen, germany",
240131,"sherwood park, alberta, canada",26.0
242118,"margaret, alabama, usa",46.0
247752,"wake forest, north carolina, usa",30.0
1660,"fort worth, texas, usa",
2288,"spring hill, tennessee, usa",30.0
5998,"seattle, washington, usa",32.0
20484,"san francisco, california, usa",
26711,"burbank, california, usa",
27317,"maplewood, minnesota, usa",25.0
29209,"boca raton, florida, usa",
29915,"fullerton, california, usa",38.0
31140,"san diego, california, usa",40.0
33614,"southaven, mississippi, usa",36.0
35842,"tacoma, washington, usa",
39662,"little falls, new york, usa",46.0
43807,"sambro, nova scotia, canada",32.0
49842,"staten island, new york, usa",40.0
50073,"south portland, maine, usa",
57976,"eugene, oregon, usa",34.0
61307,"fafb, washington, usa",21.0
67325,"cocoa, florida, usa",50.0
69709,"san juan capistrano, california, usa",
72990,"watertown, new york, usa",31.0
75787,"phoenix, arizona, usa",
82955,"apex, north carolina, usa",
90657,"rome, georgia, usa",
92658,"burlington, washington, usa",39.0
93312,"tustin, california, usa",
96776,"winston salem, north carolina, usa",28.0
104399,"middletown, ohio, usa",29.0
106849,"dunkirk, indiana, usa",39.0
108405,"irvine, ,",49.0
120093,"merrick, acworth, new york, georgia, usa",59.0
123039,"bonsall, california, usa",
128732,"north dighton, massachusetts, usa",31.0
129338,"apache junction, arizona, usa",24.0
129368,"los gatos, ,",
133571,"olney, maryland, usa",39.0
134761,"waco, texas, usa",26.0
136252,"santa fe, new mexico, usa",33.0
138689,"sayville, new york, usa",41.0
140340,"zeeland, michigan,",42.0
145330,"kissimmee, florida, usa",61.0
150498,"cumberland, maryland, usa",38.0
152835,"brooklyn, new york, usa",
153927,"brewton, alabama, usa",26.0
155306,"queensbury, new york, usa",
155743,"san simeon, california, usa",
167223,"west hollywood, california, usa",
169438,"cozad, nebraska, usa",39.0
171088,"cambridge, minnesota, usa",
178079,"north las vegas, nevada, usa",55.0
178223,"sioux falls, south dakota, usa",
180658,"little rock, arkansas, usa",
190185,"mesa, ,",
200382,"new westminster, british columbia, canada",60.0
211264,"pickerington, ohio, usa",38.0
218552,"san antonio, texas, usa",48.0
218836,"lancaster, pennsylvania, usa",
223431,"los angeles, california, usa",
226616,"tucson, arizona, usa",
231149,"providence, rhode island, usa",
232736,"evansville, indiana, usa",46.0
234165,"upton, massachusetts, usa",
238541,"vancouver, british columbia, canada",
245568,"springport, michigan, usa",
251019,"everton, missouri, usa",52.0
251157,"chicago, illinois, usa",
251483,"gilroy, california, usa",54.0
252071,"catawba, wisconsin, usa",32.0
253629,"gulf breeze, florida, usa",
265656,"chicago heights, illinois, usa",41.0
270723,"houston, texas, usa",54.0
2276,"niskayuna, new york, usa",46.0
3145,"austin, texas, usa",
8870,"austin, texas, usa",45.0
8936,"elizabeth city, north carolina, usa",18.0
16010,"carlinville, illinois, usa",
19570,"bolingbrook, illinois, usa",63.0
21231,"lancaster, california, usa",
21540,"edmonton, alberta, canada",
24926,"halifax, nova scotia, canada",49.0
25153,"oakland, maryland, usa",
28634,"bad axe, michigan, usa",28.0
29497,"boise, ,",
34087,"brantford, ,",
38725,"vancouver, british columbia, canada",
38781,"kingsville, texas, usa",31.0
51742,"brooklyn, new york, usa",
53220,"fullerton, california, usa",36.0
54511,"austin, texas, usa",50.0
65663,"syracuse, new york, usa",32.0
69355,"syracuse, new york, usa",
70014,"peoria, illinois, usa",
70065,"winnipeg, manitoba, canada",19.0
76710,"marietta, georgia, usa",57.0
76890,"wausau, wisconsin, usa",34.0
82497,"yulee, florida, usa",47.0
83287,"tulsa, oklahoma, usa",45.0
86792,"philadelphia, pennsylvania, usa",37.0
87610,"long beach, california, usa",45.0
88278,"charleston, south carolina, usa",34.0
88937,"cary, north carolina, usa",39.0
94264,"portales, new mexico,",69.0
98904,"billings, montana, usa",28.0
103496,"pleasanton, california, usa",
112559,"dallas, texas, usa",37.0
119650,"marine city, michigan, usa",29.0
123468,"toronto, ontario, canada",42.0
124488,"keaau, hawaii, usa",
128915,"ridgeland, south carolina, usa",43.0
144318,"grimes, iowa, usa",
144348,"lake mary, florida, usa",31.0
147166,"london, england, united kingdom",38.0
147839,"mokena, illinois, usa",47.0
151653,"omaha, nebraska, usa",
160803,"errington, british columbia, canada",
163804,"bonaire, georgia, usa",43.0
176214,"springdale, arkansas, usa",
177113,"north augusta, south carolina, usa",47.0
188022,"harlowton, montana, usa",
188593,"stockton, california, usa",26.0
194735,"victoria, british columbia, canada",60.0
195386,"canyon country, california, usa",53.0
212216,"lexington, virginia,",
212853,"cape coral, florida, usa",
212923,"minneapolis, minnesota, usa",
213207,"maryland heights, missouri, usa",
214581,"burnaby, british columbia, canada",
216444,"nunspeet, gelderland, netherlands",57.0
228998,"lincoln, nebraska, usa",41.0
229921,"victoria, british columbia, canada",
231603,"gardendale, alabama, usa",
233719,"rochester hills, michigan, usa",49.0
233889,"brisbane, queensland, australia",37.0
236480,"houston, texas, usa",
244915,"lexington, north carolina, usa",49.0
247278,"hootentown, missouri, usa",51.0
249924,"san francisco, california, usa",38.0
250330,"riverdale, new york, usa",34.0
250725,"victoria, british columbia, canada",68.0
250925,"milton, ontario, canada",33.0
250984,"cambridge, massachusetts, usa",37.0
251518,"woolmarket, mississippi, usa",
253580,"midland, ontario, canada",52.0
255546,"las vegas, nevada, usa",42.0
263645,"st. catharines, ontario, canada",28.0
269478,"west mifflin, pennsylvania, usa",
271086,"calgary, alberta, canada",
272890,"farmingdale, new york, usa",
275994,"rome, new york, usa",49.0
276231,"livingston, texas, usa",
278390,"elburn, illinois, usa",35.0
8067,"owings mills, maryland, usa",26.0
15819,"grapevine, texas, usa",
18979,"huntington beach, california, usa",36.0
20971,"sacramento, california, usa",20.0
23624,"halifax, nova scotia, canada",
30276,"wildwood, new jersey, usa",49.0
39372,"san marcos, texas, usa",68.0
44595,"toronto, ontario, canada",39.0
50895,"calverton, new york, usa",34.0
59189,"houston, texas, usa",33.0
59727,"plano, texas, usa",24.0
67397,"bloomfield, new jersey, usa",50.0
69697,"west sacramento, california, usa",24.0
72238,"durham, maine, usa",
75860,"buffalo, minnesota, usa",30.0
84191,"fulton, missouri,",
98391,"morrow, georgia, usa",52.0
106059,"apo, armed services europe, usa",34.0
108480,"caracas, dtto federal, venezuela",
114368,"mechanicsville, maryland, usa",33.0
115841,"hutchinson, kansas, usa",60.0
117384,"some other, planet, far away...",29.0
132846,"ocean shores, washington, usa",
138441,"merrimack, new hampshire, usa",
145546,"acton, massachusetts, usa",37.0
150561,"bodegraven, zuid-holland, netherlands",33.0
156269,"chicago, illinois, usa",53.0
156467,"waltham, massachusetts, usa",38.0
166824,"nova, virginia, usa",
170575,"bethlehem, pennsylvania, usa",32.0
170742,"o`fallon, missouri, usa",41.0
174692,"lagrange, ,",59.0
177374,"kingston, washington, usa",
207349,"seadrift, texas, usa",25.0
223190,"the woodlands, texas, usa",33.0
231264,"san antonio, texas, usa",38.0
232066,"swartz creek, michigan, usa",30.0
235392,"st. louis, missouri, usa",27.0
270828,"port moody, british columbia, canada",44.0
19522,"candler, north carolina, usa",54.0
30029,"simi valley, california, usa",37.0
45765,"mundelein, illinois, usa",52.0
48975,"beaver dams, new york, usa",
51450,"lawrenceville, georgia, usa",54.0
61038,"riverside public library, illinois, usa",53.0
65038,"longmont, colorado, usa",28.0
71712,"valley center, kansas, usa",26.0
91103,"casper, wyoming, usa",35.0
93770,"calgary, alberta, canada",
94385,"peoria, illinois, usa",55.0
101422,"phoenix, arizona, usa",44.0
224430,"louisville, kentucky, usa",
244455,"grand forks, british columbia, canada",
271503,"wichita, kansas, usa",
273805,"houghton, michigan, usa",
278188,"lake george, new york, usa",
2630,"kingsland, texas, usa",66.0
30711,"sydney, new south wales, australia",32.0
33179,"freedonia, emilia romagna, antarctica",
36978,"monrovia, maryland, usa",
56066,"kansas city, missouri, usa",41.0
57601,"san diego, california, usa",
60178,"west bloomfield, michigan, usa",47.0
66945,"tuscon, arizona, usa",26.0
67627,"kent, ohio, usa",
67796,"pensacola, florida, usa",33.0
68984,"aurora, illinois, usa",26.0
76576,"snellville, georgia, usa",17.0
87949,"gladewater, texas, usa",44.0
99312,"apple valley, minnesota, usa",28.0
106388,"sarasota, florida, usa",27.0
108352,"rochester, michigan, usa",37.0
124474,"canon city, colorado, usa",53.0
126232,"branchville, new jersey, usa",29.0
139742,"toronto, ontario, canada",36.0
174151,"carrollton, georgia, usa",
175149,"mt. pleasant, michigan, usa",32.0
175223,"fort meade, maryland, usa",
182275,"mississauga, ontario, canada",29.0
183046,"toronto, ontario, canada",
216099,"ciudad colón, san josé, costa rica",
218344,"melbourne, victoria, australia",23.0
220892,"lansing, michigan, usa",
222372,"ottawa, ontario, canada",54.0
224013,"jacksonville, florida, usa",17.0
228108,"navarre, florida, usa",
233911,"romney, west virginia, usa",41.0
242299,"orlando, florida, usa",25.0
248615,"emmetsburg, iowa, usa",42.0
249746,"lincoln, california, usa",46.0
251003,"latonia, kentucky, usa",37.0
252287,"boynton beach, florida, usa",58.0
253005,"huntsville, alabama, usa",43.0
258879,"austin, ,",
266807,"tustin, california, usa",35.0
270554,"fredericton, new brunswick, canada",
275020,"new york, new york, usa",
735,"cortland, new york, usa",29.0
5331,"hull, england, united kingdom",26.0
5476,"chester, ,",
6866,"paris, ile de france, france",51.0
7860,"northfield, massachusetts, usa",
24186,"vineland, new jersey, usa",36.0
26416,"ft worth, texas, usa",46.0
30531,"st. petersburg, florida, usa",23.0
30854,"warrington, pennsylvania, usa",
32036,"lakeland, florida, usa",
37311,"oroville, california, usa",
39227,"san diego, california, usa",37.0
41580,"niles, michigan, usa",47.0
45383,"elizabethtown, pennsylvania, usa",51.0
45454,"bear, delaware, usa",49.0
45557,"flossmoor, illinois, usa",33.0
46671,"chery hill, new jersey, usa",49.0
54622,"kuala lumpur, federal territory, malaysia",
55858,"dartmouth, nova scotia, canada",28.0
56307,"el segundo, california, usa",
57068,"arlington, virginia, usa",
62895,"chesterfield, derbyshire, united kingdom",39.0
63865,"pomona, california, usa",39.0
72863,"amersfoort, utrecht, netherlands",33.0
78496,"hampton, illinois, usa",
80642,"st louis, missouri, usa",43.0
84882,"woodstock, georgia, usa",
86107,"stockton, california, usa",
87473,"northampton, massachusetts, usa",28.0
90146,"gilroy, california, usa",
90423,"gaithersburg, maryland, usa",50.0
92132,"terre haute, indiana, usa",20.0
92278,"albuquerque, new mexico, usa",44.0
93871,"seattle, washington, usa",
97160,"north port, florida, usa",
99650,"frenchtown, montana, usa",
101744,"st. anne, illinois, usa",
104880,"madison, wisconsin, usa",21.0
106225,"chicago, illinois, usa",38.0
114200,"cleveland, ohio, usa",41.0
114655,"windsor, ontario, canada",23.0
114695,"palmerston, ontario, canada",
116630,"syracuse, new york, usa",61.0
117489,"houston, texas, usa",
118484,"wonder lake, illinois, usa",
119387,"louisville, kentucky, usa",32.0
119631,"madison, wisconsin, usa",46.0
126783,"wolverhampton, england, united kingdom",44.0
130199,"canoga park, california, usa",20.0
130658,"montreal, ,",90.0
131108,"storm lake, iowa, usa",21.0
133682,"las cruces, new mexico, usa",
134247,"winfield, illinois, usa",26.0
138097,"winter park, florida, usa",35.0
143415,"bellingham, washington, usa",50.0
145234,"orlando, florida, usa",52.0
145614,"st. clairsville, ohio, usa",41.0
145961,"bolingbrook, illinois, usa",51.0
149908,"hull, england, united kingdom",29.0
151143,"deming, new mexico, usa",
154443,"kingsland, georgia, usa",31.0
154469,"trois-rivières ouest, quebec, canada",
161348,"palmdale, california, usa",17.0
168877,"deltona, florida, usa",48.0
174726,"san diego, california, usa",
174738,"elkhart, indiana, usa",43.0
174834,"portland, oregon, usa",59.0
174911,"rochester, new hampshire, usa",
175000,"ridgeland, mississippi, usa",27.0
175647,"nieuwegein, n/a, netherlands",
176577,"charlottesville, virginia, usa",54.0
177072,"moberly, missouri, usa",47.0
177451,"arlington, texas, usa",
178195,"spokane, washington, usa",58.0
180586,"creston, british columbia, canada",
180651,"coventry, england, united kingdom",54.0
183995,"columbus (grandview heights), ohio, usa",49.0
184401,"olympia, washington, united state",55.0
188696,"chula vista, california,",
192230,"topeka, kansas, usa",30.0
201783,"white haven, pennsylvania, usa",25.0
203441,"crownsville, maryland, usa",38.0
204011,"enfield, new hampshire, usa",46.0
206567,"new orleans, louisiana, usa",33.0
207341,"ottawa, ontario, canada",58.0
211231,"prague, prague, czech republic",21.0
211944,"gap, ,",42.0
214138,"lakeland,, florida, usa",79.0
215357,"zephyrhills, florida, usa",
219321,"marshfield, massachusetts, usa",
221687,"beach park, illinois, usa",
221981,"vineland, new jersey, usa",39.0
223325,"louisville, kentucky, usa",48.0
223587,"pgh, pennsylvania, usa",
223644,"newmarket, ontario, canada",30.0
228579,"brooklyn, new york, usa",29.0
231251,"woodstock, ,",
233526,"kissimmee, florida, usa",35.0
234743,"hampton, virginia, usa",
236164,"elkhorn, nebraska, usa",42.0
238889,"clark fork, idaho, usa",33.0
244657,"chicago, illinois, usa",32.0
245740,"new brighton, minnesota, usa",42.0
246740,"cypress, texas, usa",46.0
248752,"charlottesville, virginia, usa",25.0
250510,"st. louis, missouri, usa",
252654,"hoboken, new jersey, usa",
259205,"magdeburg, sachsen-anhalt, germany",24.0
265281,"virginia beach, virginia, usa",32.0
267409,"las vegas, nevada, usa",
269273,"costa mesa, california, usa",
270211,"university city, missouri, usa",33.0
274325,"amsterdam, n/a, netherlands",51.0
275357,"charlotte, north carolina, usa",38.0
275439,"lincoln city, oregon, usa",
277168,"palestine, texas, usa",37.0
277922,"st. louis, missouri, usa",26.0
55486,"mt. prospect, illinois, usa",
128835,"bellingham, washington, usa",60.0
246427,"fort worth, texas, usa",
35424,"cary, north carolina, usa",22.0
64333,"paris, ile de france, france",27.0
117539,"rock hill, south carolina, usa",30.0
11629,"houston, texas, usa",21.0
81924,"boulder, colorado, usa",38.0
85015,"cambridge, massachusetts, usa",
88767,"boonton, new jersey, usa",41.0
139467,"norfolk, virginia, usa",53.0
178151,"lake elsinore, california, usa",58.0
191188,"oakland, california, usa",80.0
209229,"fairfax, ,",35.0
245925,"sacramento, california, usa",57.0
16996,"stratford, iowa, usa",23.0
58151,"harrisburg, pennsylvania, usa",
93629,"baton rouge, louisiana, usa",54.0
127129,"langley, british columbia, canada",
138189,"saint paul, minnesota, usa",37.0
196728,"providence, rhode island, usa",
214272,"paris, tennessee, usa",42.0
224159,"redding, california, usa",
233578,"san antonio, texas, usa",43.0
58252,"long island, new york, usa",17.0
76499,"new york, new york, usa",
130806,"sussex, new brunswick, canada",20.0
138301,"pasco, washington, usa",29.0
212260,"geneva, new york, usa",
238887,"mahtomedi, minnesota, usa",34.0
72368,"milford, iowa, usa",15.0
32195,"fall river, massachusetts, usa",
64010,"barrie, ontario, canada",
152435,"indianapolis, indiana, usa",40.0
7915,"st. paul, minnesota, usa",
8167,"cambridge, ,",39.0
11718,"reno, nevada, usa",
12100,"quezon city, national capital region, philippines",26.0
13551,"raleigh, north carolina, usa",
16488,"milwaukee, wisconsin, usa",36.0
19664,"katonah, new york, usa",19.0
21618,"atlanta, georgia, usa",24.0
22074,"san luis obispo, california, usa",
27947,"lima, ohio, usa",28.0
30511,"culemborg, gelderland, netherlands",
31226,"sofia, n/a, bulgaria",33.0
35789,"los angeles, california, usa",
36609,"zachary, louisiana, usa",32.0
